chr	start	end	name	A1_reads	A2_reads	total_reads	allelic_score	allelic_ratio
chr9	109765976	109790660	Fbxw27	1	0	1	0	1
chr9	109812201	109826628	Spink8	35	38	73	-0.39	0.48
chr9	109830152	109831431	3000002C10Rik	49	13	62	5.618	0.79
chr9	109832709	109842974	Nme6	80	34	114	5.009	0.7
chr9	109875331	109893895	Cdc25a	72	70	142	0.331	0.51
chr9	109931488	110083954	Map4	2787	2280	5067	12.25	0.55
chr9	110084318	110117616	Dhx30	198	187	385	0.515	0.51
chr9	110132023	110240178	Smarcc1	309	308	617	0.301	0.5
chr9	110243782	110262576	Cspg5	936	701	1637	8.462	0.57
chr9	110266637	110282667	Gm39429	8	12	20	-0.599	0.4
chr9	110305191	110322102	Elp6	121	94	215	1.42	0.56
chr9	110333287	110384949	Scap	232	189	421	1.693	0.55
chr9	110385083	110408210	Ptpn23	222	177	399	1.862	0.56
chr9	110419807	110423012	Ngp	5	0	5	0	1
chr9	110425925	110476694	Klhl18	197	175	372	0.86	0.53
chr9	110476605	110525174	Kif9	37	41	78	-0.435	0.47
chr9	110529295	110618633	Setd2	400	426	826	-0.716	0.48
chr9	110621134	110624393	Nradd	5	6	11	-0.301	0.45
chr9	110624788	110654161	Nbeal2	108	87	195	1.119	0.55
chr9	110656502	110711593	Ccdc12	120	80	200	2.546	0.6
chr9	110669326	110676435	Gm35715	0	1	1	0	0
chr9	110722084	110747145	Pth1r	25	39	64	-1.286	0.39
chr9	110738524	110741802	Gm35775	4	1	5	0	0.8
chr9	110826689	110831507	Prss43	1	1	2	0	0.5
chr9	110834587	110841310	Prss45	4	4	8	0	0.5
chr9	110857898	110864629	Prss50	6	7	13	-0.301	0.46
chr9	110865706	110880083	Tmie	49	31	80	1.548	0.61
chr9	110880134	110900530	Als2cl	151	116	267	1.73	0.57
chr9	110939607	110946158	Tdgf1	24	0	24	7.225	1
chr9	110951544	110984066	Lrrc2	40	24	64	1.523	0.62
chr9	110984937	110990583	Rtp3	2	1	3	0	0.67
chr9	110989498	111008038	Gm10030	3	0	3	0	1
chr9	111019291	111042766	Ltf	1	1	2	0	0.5
chr9	111054833	111057518	Ccrl2	7	2	9	0	0.78
chr9	111117432	111225668	Lrrfip2	297	184	481	6.838	0.62
chr9	111228227	111271786	Mlh1	182	113	295	4.455	0.62
chr9	111271844	111279093	Epm2aip1	979	857	1836	2.626	0.53
chr9	111311599	111395775	Trank1	1551	1410	2961	2.298	0.52
chr9	111439080	111489611	Dclk3	235	252	487	-0.63	0.48
chr9	111561436	111690590	Stac	66	58	124	0.577	0.53
chr9	111572569	111579389	Gm36088	5	3	8	0	0.62
chr9	111595309	111599628	Gm36034	1	0	1	0	1
chr9	111912310	111918958	4930545L08Rik	2	1	3	0	0.67
chr9	112065090	112236021	Arpp21	2138	1538	3676	22.688	0.58
chr9	112227455	112228242	2310075C17Rik	1	3	4	0	0.25
chr9	112234276	112348925	2900079G21Rik	101	96	197	0.411	0.51
chr9	112308194	112415008	Gm39431	15	4	19	2.017	0.79
chr9	113043353	113123426	Gm36251	32	8	40	4.041	0.8
chr9	113141240	113153783	LOC108167686	3	2	5	0	0.6
chr9	113174091	113199620	LOC105243544	2	3	5	0	0.4
chr9	113295654	113310985	Gm36367	5	1	6	0	0.83
chr9	113323333	113347039	Gm39436	4	0	4	0	1
chr9	113351694	113359319	Gm36436	2	0	2	0	1
chr9	113444027	113456437	Gm39438	4	7	11	-0.562	0.36
chr9	113458798	113468592	Gm36540	1	10	11	-2.232	0.09
chr9	113496745	113587152	AU023762	36	35	71	0.301	0.51
chr9	113635836	113643608	Gm36745	2	3	5	0	0.4
chr9	113651743	113708259	Pdcd6ip	397	294	691	4.294	0.57
chr9	113719249	113741054	Gm38623	5	5	10	-0.205	0.5
chr9	113741058	113919697	Clasp2	1801	1645	3446	2.383	0.52
chr9	113920601	113930840	LOC108167687	15	3	18	2.424	0.83
chr9	113930933	113977202	Ubp1	540	581	1121	-0.935	0.48
chr9	113958556	114026787	Fbxl2	837	830	1667	0.355	0.5
chr9	114050648	114057041	Gm36883	0	3	3	0	0
chr9	114057353	114098733	Susd5	107	153	260	-2.588	0.41
chr9	114368323	114377238	4930520O04Rik	27	5	32	4.248	0.84
chr9	114375130	114390712	Crtap	39	10	49	4.716	0.8
chr9	114401077	114474379	Glb1	264	257	521	0.402	0.51
chr9	114401094	114411201	Tmppe	119	128	247	-0.515	0.48
chr9	114450678	114461047	Gm30254	2	0	2	0	1
chr9	114511267	114564369	Trim71	0	5	5	0	0
chr9	114585873	114640221	Cnot10	393	307	700	3.188	0.56
chr9	114688830	114723788	Dync1li1	451	266	717	11.614	0.63
chr9	114731156	114749347	Cmtm6	138	160	298	-0.951	0.46
chr9	114756835	114781993	Cmtm7	49	35	84	1.109	0.58
chr9	114789342	114844152	Cmtm8	16	3	19	2.655	0.84
chr9	114899338	114933987	Gpd1l	916	743	1659	4.925	0.55
chr9	114977625	115233273	Osbpl10	498	393	891	3.613	0.56
chr9	115178313	115187757	Gm4665	3	3	6	0	0.5
chr9	115196380	115200277	Gm26962	3	1	4	0	0.75
chr9	115242580	115310421	Stt3b	280	257	537	0.766	0.52
chr9	115884670	116076176	Gadl1	38	14	52	3.224	0.73
chr9	115951106	115977967	Gm31234	0	6	6	0	0
chr9	116040530	116041123	Gm9385	29	0	29	8.73	1
chr9	116087694	116175363	Tgfbr2	16	24	40	-0.873	0.4
chr9	116175643	116178607	Gm40582	1	0	1	0	1
chr9	116184529	116195049	Gm4668	2	0	2	0	1
chr9	116525130	116540406	Gm39449	1	0	1	0	1
chr9	116572745	118040355	Rbms3	442	415	857	0.728	0.52
chr9	117722790	117725284	Gm39450	4	1	5	0	0.8
chr9	117880071	117883681	LOC108167721	11	14	25	-0.462	0.44
chr9	118040521	118069798	Azi2	624	419	1043	9.93	0.6
chr9	118063982	118150196	Cmc1	256	171	427	4.643	0.6
chr9	118150230	118199626	Gm17399	16	7	23	1.332	0.7
chr9	118402016	118445925	Platr11	2	2	4	0	0.5
chr9	118441279	118445976	Gm33285	2	1	3	0	0.67
chr9	118447240	118478648	Gm33408	15	7	22	1.175	0.68
chr9	118478188	118486132	Eomes	35	21	56	1.39	0.62
chr9	118506191	118582519	Golga4	1062	918	1980	3.186	0.54
chr9	118606708	118901003	Itga9	97	93	190	0.383	0.51
chr9	118902617	118906018	LOC102636563	9	0	9	0	1
chr9	118926535	119044119	Ctdspl	224	266	490	-1.496	0.46
chr9	119052728	119071525	Vill	9	7	16	0.396	0.56
chr9	119071526	119093592	Plcd1	31	25	56	0.598	0.55
chr9	119101532	119148246	Dlec1	21	10	31	1.451	0.68
chr9	119148042	119157093	Acaa1b	3	1	4	0	0.75
chr9	119192965	119209105	Slc22a13	1	0	1	0	1
chr9	119220490	119231692	Slc22a13b-ps	11	5	16	0.979	0.69
chr9	119238431	119322712	Oxsr1	89	59	148	2.075	0.6
chr9	119335987	119340040	Myd88	8	14	22	-0.844	0.36
chr9	119341051	119350296	Acaa1a	29	17	46	1.285	0.63
chr9	119356811	119393797	Xylb	28	45	73	-1.52	0.38
chr9	119401583	119442148	Acvr2b	10	6	16	0.643	0.62
chr9	119483403	119579030	Scn5a	12	7	19	0.746	0.63
chr9	119608455	119719322	Scn10a	1	1	2	0	0.5
chr9	119753729	119825456	Scn11a	1	0	1	0	1
chr9	119882945	119887573	LOC108167688	0	3	3	0	0
chr9	119887574	119894912	Gm2449	19	9	28	1.361	0.68
chr9	119894894	119926586	Wdr48	443	326	769	4.857	0.58
chr9	119925672	119937558	Gorasp1	241	268	509	-0.905	0.47
chr9	119937605	119967795	Ttc21a	10	13	23	-0.47	0.43
chr9	119971162	119985135	Csrnp1	47	40	87	0.585	0.54
chr9	119985405	120012150	Gm33800	4	1	5	0	0.8
chr9	120013754	120023598	Xirp1	1	2	3	0	0.33
chr9	120048682	120068296	Cx3cr1	245	245	490	-0.286	0.5
chr9	120068787	120070302	Gm33858	7	2	9	0	0.78
chr9	120110398	120124342	Slc25a38	152	117	269	1.722	0.57
chr9	120127765	120132369	Rpsa	645	171	816	65.041	0.79
chr9	120149689	120181329	Mobp	8337	5896	14233	92.993	0.59
chr9	120302955	120476101	Myrip	625	684	1309	-1.264	0.48
chr9	120344751	120363759	Gm34159	4	36	40	-7.032	0.1
chr9	120490420	120492547	D830035M03Rik	10	1	11	2.232	0.91
chr9	120492605	120495327	Eif1b	219	186	405	1.253	0.54
chr9	120539817	120568327	Entpd3	44	59	103	-1.077	0.43
chr9	120571516	120574653	Rpl14	136	58	194	7.977	0.7
chr9	120577330	120578073	5830454E08Rik	10	3	13	1.336	0.77
chr9	120603731	120611663	Gm34323	3	0	3	0	1
chr9	120611659	120620374	Gm39456	6	4	10	0.424	0.6
chr9	120672069	120675310	Gm39457	0	2	2	0	0
chr9	120675442	120682465	Gm39458	2	2	4	0	0.5
chr9	120834368	120844825	Gm39459	0	2	2	0	0
chr9	120869960	120872284	Gm34425	3	4	7	0	0.43
chr9	120913773	120915250	1700020M21Rik	2	0	2	0	1
chr9	120933399	120960507	Ctnnb1	1095	996	2091	1.795	0.52
chr9	120964453	121286187	Ulk4	202	87	289	11.27	0.7
chr9	120991971	121000221	Gm34945	13	6	19	1.078	0.68
chr9	121277795	121279883	Gm34655	20	5	25	2.691	0.8
chr9	121297506	121474919	Trak1	1005	957	1962	0.841	0.51
chr9	121489823	121495694	Cck	1460	1014	2474	18.832	0.59
chr9	121522967	121528157	Gm38661	4	0	4	0	1
chr9	121577840	121641566	Lyzl4	94	101	195	-0.477	0.48
chr9	121587019	121614255	Lyzl4os	8	2	10	1.262	0.8
chr9	121642715	121672954	Vipr1	223	230	453	-0.41	0.49
chr9	121680044	121706265	Sec22c	350	308	658	1.26	0.53
chr9	121710388	121712921	Deb1	27	29	56	-0.35	0.48
chr9	121716534	121756842	Nktr	825	657	1482	5.152	0.56
chr9	121756639	121759943	E530011L22Rik	12	10	22	0.381	0.55
chr9	121759308	121771742	Zfp651	574	495	1069	2.07	0.54
chr9	121777132	121791172	Klhl40	54	109	163	-5.005	0.33
chr9	121784015	121795669	Hhatl	65	111	176	-3.487	0.37
chr9	121797623	121839515	Ccdc13	71	73	144	-0.331	0.49
chr9	121848559	121858357	Higd1a	364	460	824	-3.336	0.44
chr9	121898354	121911075	Ackr2	9	22	31	-1.832	0.29
chr9	121914355	121916305	Cyp8b1	0	1	1	0	0
chr9	121937274	121947016	1700048O20Rik	79	0	79	23.781	1
chr9	121950987	121988018	Fam198a	379	296	675	3.103	0.56
chr9	121981605	121996026	Pomgnt2	339	252	591	3.704	0.57
chr9	121996113	122016409	Gm39463	14	14	28	-0.241	0.5
chr9	122029508	122051534	Gm39465	11	6	17	0.779	0.65
chr9	122046621	122051235	Gm39464	6	2	8	0	0.75
chr9	122117265	122169702	Snrk	355	424	779	-2.131	0.46
chr9	122175873	122294448	Ano10	161	123	284	1.855	0.57
chr9	122307402	122311026	LOC108167690	7	0	7	0	1
chr9	122343029	122345595	Gm35398	0	1	1	0	0
chr9	122351538	122381524	Abhd5	113	100	213	0.687	0.53
chr9	122382021	122398801	A730085K08Rik	3	6	9	0	0.33
chr9	122572500	122580647	9530059O14Rik	1	0	1	0	1
chr9	122684067	122693222	Gm35501	32	31	63	0.301	0.51
chr9	122805356	122838924	Tcaim	97	126	223	-1.519	0.43
chr9	122838163	122845227	Gm35549	4	12	16	-1.416	0.25
chr9	122848909	122886851	Zfp445	997	817	1814	4.886	0.55
chr9	122886978	122914158	Zkscan7	88	126	214	-2.25	0.41
chr9	122923038	122931042	Zfp105	30	28	58	0.349	0.52
chr9	122934263	122942900	LOC108167692	13	9	22	0.582	0.59
chr9	122945088	122951000	1110059G10Rik	22	20	42	0.358	0.52
chr9	122951042	123018733	Kif15	62	55	117	0.538	0.53
chr9	123021036	123023491	Tmem42	33	58	91	-2.242	0.36
chr9	123034740	123067558	Tgm4	26	24	50	0.353	0.52
chr9	123066801	123113205	Zdhhc3	438	426	864	0.451	0.51
chr9	123113230	123136129	Exosc7	222	132	354	6.003	0.63
chr9	123150945	123157432	Clec3b	23	48	71	-2.692	0.32
chr9	123170804	123216124	Cdcp1	0	3	3	0	0
chr9	123259056	123260789	Tmem158	60	61	121	-0.301	0.5
chr9	123366915	123462666	Lars2	144	83	227	4.508	0.63
chr9	123381658	123390477	LOC108167693	15	4	19	2.017	0.79
chr9	123464207	123470014	Gm40586	2	5	7	0	0.29
chr9	123478660	123521552	Limd1	105	62	167	3.263	0.63
chr9	123529881	123592600	Sacm1l	683	586	1269	2.455	0.54
chr9	123593819	123632565	Slc6a20b	5	7	12	-0.412	0.42
chr9	123636906	123678832	Slc6a20a	106	59	165	3.803	0.64
chr9	123694412	123717668	Lztfl1	406	207	613	15.448	0.66
chr9	123767210	123783457	Ccr9	4	6	10	-0.424	0.4
chr9	123767507	123772910	Gm17021	2	4	6	0	0.33
chr9	123789499	123851899	Fyco1	708	573	1281	4.049	0.55
chr9	123806476	123811754	Cxcr6	2	0	2	0	1
chr9	123852314	123862029	Xcr1	1	0	1	0	1
chr9	124267883	124282224	Gm39469	0	1	1	0	0
chr9	124291801	124312722	2010315B03Rik	6	6	12	-0.213	0.5
chrX	5730161	5749677	Gm39489	1	0	1	0	1
chrX	5814797	6092088	Gm26618	105	70	175	2.303	0.6
chrX	6047506	6054751	Nudt11	38	44	82	-0.537	0.46
chrX	6092423	6229711	Gm33733	106	88	194	0.954	0.55
chrX	6168695	6173044	Nudt10	82	72	154	0.63	0.53
chrX	6238399	6241113	LOC108168479	4	1	5	0	0.8
chrX	6399939	6637454	Shroom4	28	34	62	-0.58	0.45
chrX	6452375	6574663	5430428K19Rik	2	1	3	0	0.67
chrX	6779305	6948363	Dgkk	49	60	109	-0.772	0.45
chrX	7153809	7319359	Clcn5	92	64	156	1.819	0.59
chrX	7372590	7375830	Usp27x	13	14	27	-0.301	0.48
chrX	7375924	7378042	Gm14379	0	1	1	0	0
chrX	7411816	7422988	2010204K13Rik	3	1	4	0	0.75
chrX	7558561	7574281	Ppp1r3f	41	41	82	-0.264	0.5
chrX	7573599	7581016	Ppp1r3fos	11	4	15	1.227	0.73
chrX	7579675	7595243	Foxp3	18	15	33	0.439	0.55
chrX	7593808	7605420	Ccdc22	126	89	215	2.158	0.59
chrX	7607069	7635196	Cacna1f	12	11	23	0.301	0.52
chrX	7638579	7653256	Syp	901	779	1680	2.803	0.54
chrX	7657378	7668186	Prickle3	8	17	25	-1.269	0.32
chrX	7667940	7671390	Plp2	11	2	13	1.95	0.85
chrX	7673165	7681251	Magix	3	1	4	0	0.75
chrX	7697124	7710265	Gpkow	280	224	504	2.148	0.56
chrX	7721982	7728201	Wdr45	103	83	186	1.088	0.55
chrX	7728570	7731063	Praf2	221	148	369	4.07	0.6
chrX	7731713	7741324	Ccdc120	65	49	114	1.098	0.57
chrX	7762536	7775202	Tfe3	167	130	297	1.738	0.56
chrX	7772602	7789949	Gm39487	147	102	249	2.586	0.59
chrX	7789960	7820567	Gripap1	539	383	922	6.808	0.58
chrX	7823758	7838278	Kcnd1	49	35	84	1.109	0.58
chrX	7841345	7876626	Otud5	204	190	394	0.591	0.52
chrX	7878305	7883432	Pim2	124	118	242	0.427	0.51
chrX	7884033	7894492	Slc35a2	59	66	125	-0.529	0.47
chrX	7894518	7899269	Pqbp1	125	86	211	2.36	0.59
chrX	7899335	7907652	Timm17b	50	25	75	2.583	0.67
chrX	7919821	7924410	Pcsk1n	1810	1347	3157	16.054	0.57
chrX	7924275	7928607	Eras	1	0	1	0	1
chrX	7930115	7948016	Hdac6	385	241	626	8.325	0.62
chrX	7948100	8033483	Gm39488	10	6	16	0.643	0.62
chrX	7959259	7976682	Gata1	1	0	1	0	1
chrX	8004200	8018492	Glod5	0	3	3	0	0
chrX	8061170	8074760	Suv39h1	27	23	50	0.474	0.54
chrX	8081465	8090491	Was	0	4	4	0	0
chrX	8123300	8132858	Wdr13	694	533	1227	5.621	0.57
chrX	8138974	8145880	Rbm3	310	192	502	7.108	0.62
chrX	8145426	8147964	Rbm3os	1	0	1	0	1
chrX	8154469	8176181	Tbc1d25	54	49	103	0.46	0.52
chrX	8185328	8193512	Ebp	70	71	141	-0.301	0.5
chrX	8193845	8206546	Porcn	160	131	291	1.299	0.55
chrX	8205706	8217912	Gm33135	10	4	14	1.047	0.71
chrX	8238667	8252406	Ftsj1	199	115	314	5.909	0.63
chrX	8271380	8280179	Slc38a5	3	5	8	0	0.38
chrX	8366977	8375388	Ssxb9	1	0	1	0	1
chrX	8743791	8756633	Ssx9	17	4	21	2.444	0.81
chrX	8827971	8844932	Gm14502	57	14	71	6.875	0.8
chrX	8843993	8849607	Gm6592	11	4	15	1.227	0.73
chrX	8871567	8875407	Gm5751	9	0	9	0	1
chrX	8875481	8883190	LOC108168486	11	2	13	1.95	0.85
chrX	8892352	8894964	B630019K06Rik	105	120	225	-0.756	0.47
chrX	9179468	9257491	Gm33602	20	8	28	1.748	0.71
chrX	9199972	9268085	Lancl3	32	22	54	0.958	0.59
chrX	9272783	9313245	Xk	252	167	419	4.716	0.6
chrX	9435251	9487766	Cybb	3	0	3	0	1
chrX	9654269	9662983	Dynlt3	12	5	17	1.144	0.71
chrX	9747558	9998864	Sytl5	113	71	184	2.918	0.61
chrX	10037976	10117661	Srpx	3	0	3	0	1
chrX	10158215	10216795	Rpgr	355	369	724	-0.502	0.49
chrX	10252295	10321024	Otc	7	0	7	0	1
chrX	10485115	10596604	Tspan7	1789	1674	3463	1.579	0.52
chrX	10717364	10719702	Mid1ip1	3	2	5	0	0.6
chrX	10884059	10912210	Gm33984	0	1	1	0	0
chrX	11395859	11418640	Gm34077	0	1	1	0	0
chrX	11487872	11525733	Gm39496	2	2	4	0	0.5
chrX	12036736	12160528	Bcor	111	98	209	0.692	0.53
chrX	12080670	12120206	LOC108168482	5	3	8	0	0.62
chrX	12587758	12617051	Atp6ap2	626	563	1189	1.443	0.53
chrX	12651882	12652821	Gm4984	2	3	5	0	0.4
chrX	12654878	12675377	1810030O07Rik	139	69	208	6.161	0.67
chrX	12675370	12762106	Med14	242	194	436	1.916	0.56
chrX	12762277	12821492	Gm14634	32	11	43	3.019	0.74
chrX	12936872	12938541	AA414768	12	7	19	0.746	0.63
chrX	12967587	12994484	Gm41890	0	1	1	0	0
chrX	13042014	13045295	5730405O15Rik	6	11	17	-0.779	0.35
chrX	13070994	13173328	Usp9x	462	308	770	7.799	0.6
chrX	13217922	13218650	Llph-ps2	1	0	1	0	1
chrX	13234640	13247733	2010308F09Rik	2	5	7	0	0.29
chrX	13280495	13293988	Ddx3x	379	280	659	4.183	0.58
chrX	13343545	13348150	Gm34661	1	0	1	0	1
chrX	13461094	13489321	Nyx	13	5	18	1.318	0.72
chrX	13517079	13846784	Cask	377	512	889	-5.474	0.42
chrX	13569630	13586837	Gm34836	2	8	10	-1.262	0.2
chrX	13623412	13640859	Gpr34	21	67	88	-6.337	0.24
chrX	13658152	13667433	Gpr82	2	0	2	0	1
chrX	16619697	16687812	Maoa	77	62	139	0.93	0.55
chrX	16709280	16817366	Maob	51	13	64	6.027	0.8
chrX	16885520	16911774	Ndp	53	37	90	1.247	0.59
chrX	17111319	17115627	LOC105243665	3	0	3	0	1
chrX	17132048	17320470	Efhc2	8	6	14	0.403	0.57
chrX	17251540	17454628	Gm35105	13	10	23	0.47	0.57
chrX	17393297	17516990	Gm39497	14	5	19	1.498	0.74
chrX	17519966	17572325	Fundc1	242	175	417	3.221	0.58
chrX	18115963	18147122	Gm41891	0	1	1	0	0
chrX	18162363	18279936	Kdm6a	200	115	315	6.015	0.63
chrX	18414166	18461421	4930578C19Rik	23	35	58	-1.131	0.4
chrX	19149142	19237927	LOC100503338	28	17	45	1.17	0.62
chrX	19236084	19242458	Gm41892	3	6	9	0	0.33
chrX	20058961	20097524	Chst7	16	14	30	0.369	0.53
chrX	20098850	20291968	Slc9a7	831	602	1433	9.101	0.58
chrX	20364480	20405653	Rp2	67	25	92	5.161	0.73
chrX	20425326	20519939	Jade3	65	43	108	1.67	0.6
chrX	20549765	20562089	Rgn	0	2	2	0	0
chrX	20615325	20617564	Ndufb11	312	259	571	1.832	0.55
chrX	20617502	20650905	Rbm10	69	32	101	3.83	0.68
chrX	20658301	20683179	Uba1	727	612	1339	3.039	0.54
chrX	20687953	20699880	Cdk16	489	445	934	1.099	0.52
chrX	20702325	20720539	Usp11	790	631	1421	4.866	0.56
chrX	20709589	20711621	Gm39499	21	14	35	0.809	0.6
chrX	20797783	20860521	Araf	519	426	945	2.862	0.55
chrX	20860510	20920918	Syn1	438	325	763	4.613	0.57
chrX	20870165	20874737	Timp1	5	4	9	0	0.56
chrX	20925453	20931555	Cfp	98	107	205	-0.54	0.48
chrX	20933394	20950608	Elk1	213	201	414	0.531	0.51
chrX	20951664	20962034	Uxt	38	13	51	3.508	0.75
chrX	20961675	20987349	A230072C01Rik	119	96	215	1.176	0.55
chrX	21026183	21062083	Zfp182	243	81	324	19.525	0.75
chrX	21079149	21089700	Zfp300	13	18	31	-0.626	0.42
chrX	21312209	21334727	Gm6938	4	0	4	0	1
chrX	21360864	21364627	Gm5124	153	141	294	0.584	0.52
chrX	21484548	21488833	Agtr2	4	1	5	0	0.8
chrX	23219270	23365108	Klhl13	80	93	173	-0.743	0.46
chrX	35888620	36076570	Dock11	8	6	14	0.403	0.57
chrX	36112107	36171262	Il13ra1	1	1	2	0	0.5
chrX	36137891	36196095	Gm42406	0	2	2	0	0
chrX	36195903	36199158	Zcchc12	1	2	3	0	0.33
chrX	36328357	36366857	Lonrf3	7	3	10	0.765	0.7
chrX	36598192	36606079	Pgrmc1	81	41	122	3.731	0.66
chrX	36608172	36645472	Akap17b	51	43	94	0.628	0.54
chrX	36743548	36777307	Slc25a43	1	1	2	0	0.5
chrX	37091677	37110400	Upf3b	38	13	51	3.508	0.75
chrX	37126762	37150746	Nkap	112	69	181	3.065	0.62
chrX	37150697	37168842	Akap14	4	5	9	0	0.44
chrX	37154189	37172730	Gm39503	4	5	9	0	0.44
chrX	37187587	37191238	Ndufa1	0	2	2	0	0
chrX	38189792	38197046	Zbtb33	23	27	50	-0.474	0.46
chrX	38196572	38252490	Tmem255a	101	114	215	-0.685	0.47
chrX	38226964	38233654	Gm39507	3	3	6	0	0.5
chrX	38401356	38456463	Lamp2	150	132	282	0.808	0.53
chrX	38531615	38576196	Cul4b	30	29	59	0.301	0.51
chrX	38772779	38962688	6030498E09Rik	2	0	2	0	1
chrX	41401117	41678601	Gria3	141	144	285	-0.344	0.49
chrX	42059614	42109664	Xiap	263	248	511	0.572	0.51
chrX	42149318	42277186	Stag2	6	14	20	-1.239	0.3
chrX	42381013	42406629	B230118I11Rik	1	0	1	0	1
chrX	42527865	43429155	Tenm1	64	46	110	1.281	0.58
chrX	44365456	44368337	Dcaf12l2	3	3	6	0	0.5
chrX	44786566	44790197	Dcaf12l1	18	15	33	0.439	0.55
chrX	47809369	47892575	Smarca1	21	25	46	-0.482	0.46
chrX	47912400	47966428	Ocrl	726	723	1449	0.32	0.5
chrX	48025145	48034852	Apln	150	150	300	-0.281	0.5
chrX	48146435	48161565	Sash3	2	8	10	-1.262	0.2
chrX	48171966	48208702	Zdhhc9	271	220	491	1.922	0.55
chrX	48256933	48282450	Utp14a	188	171	359	0.701	0.52
chrX	48276791	48285426	9530027J09Rik	128	79	207	3.394	0.62
chrX	48341357	48408068	Bcorl1	49	32	81	1.427	0.6
chrX	48411048	48463132	Elf4	5	5	10	-0.205	0.5
chrX	48474943	48513563	Aifm1	106	79	185	1.556	0.57
chrX	48519284	48530240	Rab33a	20	12	32	0.968	0.62
chrX	48541625	48594648	Zfp280c	292	272	564	0.674	0.52
chrX	48623417	48662298	Slc25a14	161	138	299	0.993	0.54
chrX	48695003	48710719	Rbmx2	29	16	45	1.441	0.64
chrX	49009706	49288244	Enox2	92	48	140	3.902	0.66
chrX	49313164	49345895	Gm14696	0	2	2	0	0
chrX	49448358	49500250	Arhgap36	20	12	32	0.968	0.62
chrX	49660879	49661503	Gm14719	19	67	86	-7.013	0.22
chrX	49782535	49797907	Igsf1	19	15	34	0.517	0.56
chrX	50537388	50562598	Gm35612	128	45	173	9.992	0.74
chrX	50563119	50635321	Firre	745	42	787	166.886	0.95
chrX	50841173	50893103	Stk26	7	14	21	-1.024	0.33
chrX	50892644	50943619	Frmd7	18	9	27	1.214	0.67
chrX	51003911	51020092	Rap2c	2	1	3	0	0.67
chrX	51386636	51681705	Hs6st2	4	5	9	0	0.44
chrX	51681823	51864066	Gm35727	6	3	9	0	0.67
chrX	51752666	51801233	Usp26	1	2	3	0	0.33
chrX	52050884	52164923	Gpc4	35	18	53	1.87	0.66
chrX	52272425	52613974	Gpc3	9	14	23	-0.694	0.39
chrX	52772289	52772764	Gm14586	6	0	6	0	1
chrX	52791199	52799474	Ccdc160	11	3	14	1.542	0.79
chrX	52912213	52956961	Phf6	115	100	215	0.77	0.53
chrX	52988077	53021660	Hprt	577	356	933	12.636	0.62
chrX	53063859	53167728	Gm35988	1	0	1	0	1
chrX	53243414	53269852	Fam122b	20	18	38	0.361	0.53
chrX	53344593	53370562	Mospd1	36	41	77	-0.489	0.47
chrX	53459783	53464672	Gm36046	3	2	5	0	0.6
chrX	53607921	53609135	Cxx1c	760	474	1234	15.738	0.62
chrX	53669176	53670408	Cxx1b	183	115	298	4.312	0.61
chrX	53696921	53716578	AW822252	51	25	76	2.717	0.67
chrX	53724830	53738565	4930502E18Rik	5	1	6	0	0.83
chrX	53777117	53797716	Xlr	1	1	2	0	0.5
chrX	55839251	56153496	3830403N18Rik	0	1	1	0	0
chrX	56344119	56346215	Gm38625	0	1	1	0	0
chrX	56346380	56365674	Zfp449	15	21	36	-0.694	0.42
chrX	56374585	56378470	Smim10l2a	140	53	193	9.822	0.73
chrX	56389267	56395835	Gm39514	21	10	31	1.451	0.68
chrX	56454824	56507843	Ddx26b	475	297	772	10.104	0.62
chrX	56543872	56569162	Gm648	1	0	1	0	1
chrX	56585511	56597919	Mmgt1	213	131	344	5.24	0.62
chrX	56609555	56664230	Slc9a6	235	167	402	3.392	0.58
chrX	56720383	56723608	Gm36289	2	1	3	0	0.67
chrX	56731719	56793346	Fhl1	180	152	332	1.16	0.54
chrX	56794832	56822490	Mtap7d3	1	5	6	0	0.17
chrX	57043073	57048758	Brs3	1	0	1	0	1
chrX	57053569	57067183	Htatsf1	324	219	543	5.42	0.6
chrX	57231484	57338758	Arhgef6	80	43	123	3.266	0.65
chrX	57383347	57393045	Rbmx	186	155	341	1.284	0.55
chrX	57400766	57488773	Gm364	3	0	3	0	1
chrX	57496667	57503757	Gpr101	40	27	67	1.149	0.6
chrX	58021463	58041735	Zic3	11	16	27	-0.656	0.41
chrX	59062138	59585572	Fgf13	275	201	476	3.397	0.58
chrX	59178628	59191608	Gm36570	2	1	3	0	0.67
chrX	59306934	59327018	Gm39518	1	0	1	0	1
chrX	59999463	60030760	F9	0	1	1	0	0
chrX	60055955	60179184	Mcf2	40	35	75	0.492	0.53
chrX	60223282	60404861	Atp11c	151	120	271	1.467	0.56
chrX	60548007	60549217	Gm715	17	22	39	-0.583	0.44
chrX	60891365	60893430	Sox3	2	1	3	0	0.67
chrX	60893763	61076111	Gm38438	3	4	7	0	0.43
chrX	61116377	61139460	C230004F18Rik	339	147	486	18.09	0.7
chrX	61183245	61185558	Cdr1	197	107	304	6.864	0.65
chrX	61191292	61194165	C030023E24Rik	82	71	153	0.679	0.54
chrX	61288156	61292488	Gm4988	26	20	46	0.637	0.57
chrX	61709615	61710950	Ldoc1	11	9	20	0.385	0.55
chrX	62775127	62776738	Gm14680	10	2	12	1.715	0.83
chrX	64264882	64277394	Slitrk4	276	240	516	1.21	0.53
